# Tetrahedron method
       46.7065693032        0.0689446253        0.0689446253
       47.0026205043        0.0668617952        0.0668617952
       47.2986717054        0.0666063697        0.0666063697
       47.5947229064        0.0762844257        0.0762844257
       47.8907741075        0.0848577014        0.0848577014
       48.1868253085        0.1274814806        0.1274814806
       48.4828765096        0.1047589539        0.1047589539
       48.7789277107        0.0000000000        0.0000000000
       49.0749789117        0.0000000000        0.0000000000
       49.3710301128        0.0000000000        0.0000000000
       49.6670813138        0.0000000000        0.0000000000
       49.9631325149        0.0000000000        0.0000000000
       50.2591837160        0.0000000000        0.0000000000
       50.5552349170        0.0000000000        0.0000000000
       50.8512861181        0.0000000000        0.0000000000
       51.1473373191        0.0000000000        0.0000000000
       51.4433885202        0.0000000000        0.0000000000
       51.7394397213        0.0000000000        0.0000000000
       52.0354909223        0.0000000000        0.0000000000
       52.3315421234        0.0000000000        0.0000000000
       52.6275933244        0.0000000000        0.0000000000
       52.9236445255        0.0000000000        0.0000000000
       53.2196957265        0.0000000000        0.0000000000
       53.5157469276        0.0000000000        0.0000000000
